Date,Open,High,Low,Close,Adj Close,Volume
2008-02-28,221.250000,222.500000,218.000000,220.225006,164.007782,5579004
2008-02-29,220.000000,222.925003,215.875000,219.350006,163.356110,3416480
2008-03-03,216.500000,217.175003,210.000000,212.149994,157.994125,3141328
2008-03-04,214.500000,217.500000,211.774994,214.699997,159.893143,3010532
2008-03-05,211.250000,220.699997,211.250000,218.824997,162.965195,2209348
2008-03-07,215.649994,216.524994,210.562500,211.537506,157.537933,1996828
2008-03-10,211.537506,213.500000,207.500000,208.412506,155.210693,2494168
2008-03-11,210.000000,210.000000,205.000000,205.875000,153.320969,4043520
2008-03-12,209.750000,212.500000,202.562500,205.887497,153.330261,1884412
2008-03-13,203.750000,203.750000,190.250000,194.925003,145.166153,3408600
2008-03-14,195.000000,203.225006,187.500000,200.962494,149.662460,2216056
2008-03-17,193.750000,199.425003,192.187500,197.962494,147.428238,1958904
2008-03-18,197.500000,207.199997,192.500000,204.425003,152.241089,3596080
2008-03-19,207.000000,210.000000,201.387497,202.862503,151.077484,4361924
2008-03-24,202.862503,209.375000,202.862503,205.925003,153.358185,3301984
2008-03-25,210.000000,224.962494,208.750000,219.125000,163.188583,2928896
2008-03-26,235.000000,235.000000,212.887497,219.587494,163.532990,2171768
2008-03-27,218.000000,219.000000,210.274994,213.125000,158.720245,6151152
2008-03-28,213.250000,218.675003,213.000000,217.762497,162.173843,3633696
2008-03-31,217.762497,217.762497,199.250000,202.612503,150.891235,4051860
2008-04-01,205.000000,213.225006,202.500000,208.087494,154.968643,2086728
2008-04-02,212.500000,217.250000,212.312500,212.812500,158.487549,1428844
2008-04-03,212.500000,223.000000,212.500000,221.350006,164.845612,3287172
2008-04-04,221.500000,222.475006,215.012497,218.225006,162.518372,2020844
2008-04-07,223.750000,230.024994,219.550003,226.024994,168.327087,3659528
2008-04-08,226.250000,226.750000,218.750000,221.837494,165.208572,4055352
2008-04-09,220.000000,223.000000,217.250000,219.062500,163.142090,1482600
2008-04-10,220.000000,229.912506,219.250000,224.887497,167.480072,2925932
2008-04-11,225.762497,231.250000,223.312500,227.000000,169.053299,2189264
2008-04-15,230.500000,246.250000,220.100006,243.537506,181.369278,5703772
2008-04-16,246.250000,250.500000,240.500000,242.975006,180.950348,6438768
2008-04-17,249.925003,252.500000,244.887497,250.225006,186.349609,3999556
2008-04-21,252.250000,258.750000,246.649994,248.350006,184.953247,3399296
2008-04-22,246.237503,246.237503,220.500000,221.800003,165.180725,13785196
2008-04-23,221.750000,226.425003,220.012497,222.287506,165.543808,6326156
2008-04-24,226.000000,226.225006,216.000000,222.687500,165.841644,15290096
2008-04-25,228.000000,228.000000,221.250000,222.324997,165.571701,6828568
2008-04-28,202.250000,224.000000,180.000000,220.425003,164.156708,6598136
2008-04-29,220.512497,232.500000,217.537506,227.637497,169.528091,16209848
2008-04-30,229.024994,233.937500,226.625000,230.250000,171.473633,9487980
2008-05-02,231.250000,240.500000,231.000000,235.937500,175.709351,5298780
2008-05-05,236.250000,237.375000,230.287506,231.862503,172.674530,3613764
2008-05-06,227.500000,237.500000,218.149994,234.262497,174.461868,3982796
2008-05-07,237.500000,244.975006,237.500000,241.687500,179.991455,12585540
2008-05-08,241.225006,241.250000,229.500000,236.750000,176.314438,10845832
2008-05-09,239.750000,239.750000,227.500000,229.250000,170.728958,4492296
2008-05-12,229.250000,233.712494,227.574997,231.725006,172.572220,3898508
2008-05-13,232.500000,235.350006,222.250000,226.262497,168.504074,4462876
2008-05-14,226.250000,244.737503,222.787506,242.787506,180.810684,9373188
2008-05-15,243.250000,250.500000,240.024994,246.187500,183.342743,7177896
2008-05-16,248.500000,248.500000,242.125000,245.262497,182.653885,3838648
2008-05-20,243.750000,247.500000,236.812500,239.024994,178.008713,4946904
2008-05-21,232.000000,242.000000,228.750000,241.274994,179.684326,3140184
2008-05-22,239.125000,246.375000,237.750000,240.287506,178.948929,5445200
2008-05-23,243.725006,244.925003,231.524994,233.100006,173.596115,5401384
2008-05-26,230.000000,240.725006,229.000000,238.862503,177.887665,5457272
2008-05-27,245.000000,248.500000,236.500000,242.225006,180.391830,5682072
2008-05-28,242.524994,253.812500,242.524994,252.362503,187.941467,5469588
2008-05-29,252.250000,257.087494,246.000000,248.662506,185.186066,8258940
2008-05-30,247.750000,262.250000,244.500000,259.787506,193.471115,15485284
2008-06-02,253.750000,264.350006,241.250000,245.962494,183.175232,7054764
2008-06-03,240.000000,247.500000,234.537506,243.787506,181.555405,4900256
2008-06-04,247.449997,247.449997,236.587494,239.187500,178.129715,3787856
2008-06-05,241.024994,249.199997,241.000000,245.462494,182.802872,5905256
2008-06-06,247.500000,249.662506,239.449997,241.550003,179.889099,4137784
2008-06-09,225.562500,241.225006,222.500000,228.524994,170.189011,6140140
2008-06-10,227.500000,229.750000,216.750000,219.750000,163.654068,6155372
2008-06-11,222.500000,227.500000,220.000000,222.587494,165.767227,4113368
2008-06-12,223.500000,225.600006,214.250000,222.062500,165.376236,2464004
2008-06-13,220.000000,230.475006,220.000000,227.399994,169.351227,6732432
2008-06-16,229.750000,232.000000,225.812500,227.699997,169.574631,6541784
2008-06-17,226.250000,231.750000,226.250000,230.324997,171.529556,3504824
2008-06-18,230.199997,230.250000,222.750000,225.225006,168.646729,6431336
2008-06-19,220.062500,224.500000,220.000000,222.000000,166.231750,3289068
2008-06-20,224.975006,224.975006,210.387497,215.962494,161.710999,8157760
2008-06-23,215.962494,219.862503,210.750000,214.612503,160.700104,3572312
2008-06-24,212.500000,216.925003,205.850006,211.100006,158.070038,9287176
2008-06-25,210.000000,221.250000,207.824997,219.199997,164.135208,5914196
2008-06-26,221.000000,224.500000,215.100006,220.337494,164.987015,7028316
2008-06-27,220.337494,220.337494,212.787506,216.375000,162.019913,6260948
2008-06-30,217.750000,219.500000,212.500000,214.550003,160.653290,3258044
2008-07-01,216.250000,218.000000,208.762497,211.925003,158.687759,5059616
2008-07-02,212.500000,222.000000,210.000000,219.125000,164.079071,8141112
2008-07-03,220.250000,220.250000,205.137497,214.162506,160.363190,4172528
2008-07-04,217.475006,217.512497,208.875000,211.125000,158.088699,3939584
2008-07-07,211.250000,216.000000,208.000000,213.062500,159.539444,1794132
2008-07-08,207.537506,211.250000,204.500000,207.550003,155.411789,3947624
2008-07-09,212.500000,222.487503,212.500000,219.187500,164.125885,3578548
2008-07-10,217.500000,222.250000,213.087494,217.100006,162.562714,3504368
2008-07-11,229.250000,235.750000,196.350006,199.649994,149.496353,5523784
2008-07-14,200.000000,200.000000,190.250000,191.962494,143.739990,4559896
2008-07-15,191.962494,196.612503,184.287506,187.662506,140.520203,4509844
2008-07-16,188.662506,193.412506,178.975006,182.024994,136.298843,5739900
2008-07-17,183.750000,196.725006,182.512497,195.812500,146.622879,10350716
2008-07-18,195.000000,200.500000,187.250000,198.462494,148.607132,8339496
2008-07-21,199.750000,203.750000,195.750000,203.199997,152.154541,3582068
2008-07-22,204.000000,210.987503,201.512497,207.962494,155.720673,4241164
2008-07-23,207.500000,217.500000,204.725006,215.137497,161.093277,5971420
2008-07-24,218.625000,218.625000,198.087494,200.637497,150.235733,11742336
2008-07-25,199.800003,212.375000,195.500000,199.800003,149.608704,8842536
2008-07-28,200.000000,204.237503,196.250000,201.562500,150.928375,1969372
2008-07-29,201.675003,203.449997,198.000000,202.237503,151.433792,2472192
2008-07-30,211.500000,211.500000,200.000000,209.737503,157.049713,4420076
2008-07-31,210.000000,210.500000,205.375000,208.437500,156.636475,5195580
2008-08-01,206.250000,214.237503,202.812500,210.162506,157.932755,4011724
